UCI FJX v6.8c JPL10+2013 fixes: Q1d, Acetone! others, derived fort10-2013b.x
NW-JValues 150   18  NQQQ,NWWW - nominally NJVAL = NQQQ (# Xsects)
w-eff (nm)      187.      191.      193.      196.      202.      208.
                211.      214.      261.      267.      277.      295.
                303.      310.      316.      333.      380.      574.
SOL#/cm2/s 1.391E+12 1.627E+12 1.664E+12 9.278E+11 7.842E+12 4.680E+12 SUSIM average
           9.918E+12 1.219E+13 6.364E+14 4.049E+14 3.150E+14 5.889E+14 11Nov94 low
           7.678E+14 5.045E+14 8.902E+14 3.853E+15 1.547E+16 2.131E+17 29Mar92 high
Raylay cm2 5.073E-25 4.479E-25 4.196E-25 3.906E-25 3.355E-25 2.929E-25
           2.736E-25 2.581E-25 1.049E-25 9.492E-26 8.103E-26 6.131E-26
           5.422E-26 4.923E-26 4.514E-26 3.643E-26 2.087E-26 3.848E-27
O2     180 1.727E-21 1.989E-22 3.004E-23 9.833E-24 7.306E-24 6.827E-24  J10X
           6.238E-24 5.748E-24 1.153E-25 5.030E-25 4.150E-25 0.000E+00 corr.bin8
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
O2     260 2.273E-21 3.070E-22 4.943E-23 1.408E-23 7.688E-24 6.827E-24  J10X
           6.238E-24 5.888E-24 1.153E-25 5.030E-25 4.150E-25 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
O2     300 2.763E-21 4.269E-22 7.478E-23 2.100E-23 8.350E-24 6.827E-24  J10X
           6.238E-24 5.994E-24 1.153E-25 5.030E-25 4.150E-25 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
O3     218 5.988E-19 4.859E-19 4.307E-19 3.654E-19 3.410E-19 4.849E-19  J10x
           6.534E-19 9.320E-19 8.757E-18 3.513E-18 1.508E-18 7.925E-19  +IUPAC
           2.456E-19 8.904E-20 3.661E-20 4.539E-21 6.167E-23 1.666E-21  2/2013
O3     258 5.989E-19 4.862E-19 4.314E-19 3.666E-19 3.421E-19 4.845E-19  J10x
           6.519E-19 9.299E-19 8.826E-18 3.566E-18 1.547E-18 8.260E-19
           2.617E-19 9.739E-20 4.139E-20 5.515E-21 6.167E-23 1.666E-21
O3     298 5.990E-19 4.866E-19 4.320E-19 3.678E-19 3.432E-19 4.840E-19  J10x
           6.504E-19 9.278E-19 8.896E-18 3.618E-18 1.586E-18 8.595E-19
           2.778E-19 1.058E-19 4.617E-20 6.493E-21 6.167E-23 1.666E-21
O3(1D) 200 4.842E-01 4.922E-01 5.071E-01 5.228E-01 6.040E-01 6.803E-01  J10x
           7.190E-01 7.549E-01 9.000E-01 8.989E-01 8.929E-01 9.000E-01  3/2013
           8.901E-01 4.130E-01 8.985E-02 6.782E-02 0.000E+00 0.000E+00
O3(1D) 260 4.843E-01 4.922E-01 5.072E-01 5.229E-01 6.040E-01 6.802E-01  J10x
           7.189E-01 7.549E-01 9.000E-01 8.989E-01 8.929E-01 9.000E-01
           8.916E-01 4.656E-01 1.417E-01 6.995E-02 0.000E+00 0.000E+00
O3(1D) 320 4.843E-01 4.922E-01 5.072E-01 5.229E-01 6.040E-01 6.805E-01  J10x
           7.189E-01 7.550E-01 9.000E-01 8.989E-01 8.929E-01 9.000E-01
           8.967E-01 5.852E-01 2.919E-01 7.943E-02 0.000E+00 0.000E+00
NO    x298 6.054E-19 6.936E-19 3.475E-19 0.000E+00 0.000E+00 0.000E+00  J10x0.6
           0.000E+00 8.892E-21 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
H2SO4 x298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  Mills
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.542E-25
H2COa  223 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 0.000E+00 3.143E-21 1.021E-20 1.269E-20 2.323E-20
           2.498E-20 1.133E-20 2.183E-20 4.746E-21 0.000E+00 0.000E+00
H2COa  298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 0.000E+00 3.147E-21 1.018E-20 1.266E-20 2.315E-20
           2.497E-20 1.131E-20 2.189E-20 4.751E-21 0.000E+00 0.000E+00
H2COb  223 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 0.000E+00 3.642E-21 5.787E-21 5.316E-21 8.181E-21
           7.917E-21 4.011E-21 1.081E-20 1.082E-20 2.088E-22 0.000E+00
H2COb  298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
           0.000E+00 0.000E+00 3.649E-21 5.768E-21 5.305E-21 8.154E-21
           7.914E-21 4.002E-21 1.085E-20 1.085E-20 2.081E-22 0.000E+00
H2O2   200 2.325E-19 4.629E-19 5.394E-19 5.429E-19 4.447E-19 3.755E-19  J10
           3.457E-19 3.197E-19 5.346E-20 4.855E-20 3.423E-20 8.407E-21
           5.029E-21 3.308E-21 2.221E-21 8.598E-22 1.807E-23 0.000E+00
H2O2   300 2.325E-19 4.629E-19 5.394E-19 5.429E-19 4.447E-19 3.755E-19  J10
           3.457E-19 3.197E-19 5.465E-20 4.966E-20 3.524E-20 9.354E-21
           5.763E-21 3.911E-21 2.718E-21 1.138E-21 2.419E-23 0.000E+00
CH3OOH 298 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.120E-19  J10
           2.882E-19 2.250E-19 2.716E-20 2.740E-20 2.143E-20 5.624E-21
           3.520E-21 2.403E-21 1.697E-21 7.230E-22 6.973E-23 0.000E+00
NO2    200 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  J10
